ID,Producto,% Comisión Afecta,% Comisión Exenta,Ejecutivo,Estado Seguro,Fecha Emisión,I Vigencia,F Vigencia,N° Póliza,Cliente,Contratante,Pagador,Moneda,Forma de Pago,N° Cuotas,Mandato,Otros Archivos,Comisión?,Renovar?,Pago Activo?,Recotizar?,Fecha Cancelación,Comentarios,Verificador Traspaso
7f586818,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26660024,Cli0102,rut0146,rut0146,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
0e35ebec,Pro0111,13.00%,0.00%,Eje0002,Ok,31/3/2026,31/3/2026,31/3/2027,300559146,Cli0113,rut0167,rut0167,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
738bb159,Pro0032,17.00%,0.00%,Eje0001,Ok,20/3/2026,4/4/2026,4/4/2027,QP1216901,Cli0127,rut0194,rut0193,UF,Directa,1,,,TRUE,TRUE,TRUE,,,,
40dd730d,dfff688c,8.00%,8.00%,Eje0010,Ok,10/4/2026,8/4/2026,8/4/2027,20640803,Cli0092,rut0139,rut0139,UF,Directa,10,,,TRUE,TRUE,TRUE,,,,
edfb5fc6,Pro0083,14.00%,0.00%,Eje0006,Ok,20/3/2026,15/4/2026,15/4/2027,26535343,Cli0041,rut0058,rut0058,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
fc481f80,Pro0034,17.00%,0.00%,Eje0012,Anulado,20/3/2026,25/4/2026,25/4/2027,8150862,Cli0056,rut0078,rut0078,UF,PAT,1,,,FALSE,FALSE,TRUE,,,Anular por cambio a pol 8157768,
619fbb0f,Pro0034,17.00%,0.00%,Eje0012,Ok,2/4/2026,25/4/2026,25/4/2027,8157768,Cli0056,rut0078,rut0078,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
dcaaafc0,Pro0032,17.00%,0.00%,Eje0001,Anulado,20/3/2026,28/4/2026,28/4/2027,QP1216937,Cli0098,rut0135,rut0135,UF,PAT,12,,,TRUE,FALSE,TRUE,,,Anular por cambio a pol QP1218233,
d70adad7,Pro0015,15.00%,0.00%,Eje0006,Anulado,17/3/2026,29/4/2026,29/4/2027,26022656,Cli0049,rut0070,rut0070,UF,PAT,12,,,TRUE,FALSE,TRUE,,,Anular desde inicio por cambio del cliente,
c411fa00,Pro0032,17.00%,0.00%,5d69d156,Ok,2/4/2026,28/4/2026,28/4/2027,QP1218233,Cli0098,rut0135,rut0135,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
a06a38ca,Pro0034,17.00%,0.00%,Eje0012,Ok,7/4/2026,7/4/2026,7/4/2027,8157907,Cli0111,rut0160,rut0160,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
4b5b8cf7,Pro0080,0.00%,0.00%,Eje0003,Ok,10/4/2026,15/4/2026,15/4/2027,1626040,Cli0029,rut0037,rut0037,UF,Directa,1,,,FALSE,TRUE,TRUE,,,,
859c919e,Pro0079,0.00%,0.00%,Eje0003,Ok,10/4/2026,15/4/2026,15/4/2027,1626039,Cli0029,rut0037,rut0037,UF,Directa,1,,,FALSE,TRUE,TRUE,,,,
de07449d,Pro0043,18.00%,18.00%,Eje0003,Ok,14/4/2026,17/4/2026,17/4/2027,1627413,Cli0111,rut0165,rut0165,UF,PAC,10,,,TRUE,TRUE,TRUE,,,,
8f97448b,Pro0107,18.00%,8.00%,Eje0003,Ok,14/4/2026,28/4/2026,28/4/2027,1627412,Cli0111,rut0159,rut0159,UF,PAC,10,,,TRUE,TRUE,TRUE,,,,
da6291c9,Pro0099,17.00%,0.00%,Eje0001,Ok,16/4/2026,29/4/2026,29/4/2027,QP1220370,Cli0049,rut0070,rut0070,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,16/4/2026rut00702f6462fa
,,,,,,,,,,,,,,,,,,,,,,,,
2336038d,Pro0082,14.00%,0.00%,Eje0001,Ok,21/4/2026,2/5/2026,2/5/2027,QP1221037,Cli0056,rut0079,rut0079,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,19/03/26rut0079
5bb456ac,e5f28b1c,17.00%,0.00%,c4303f66,Ok,23/4/2026,23/4/2026,23/4/2027,2600504,a132a63a,cb5f9788,cb5f9788,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,22/04/26cb5f978888243327
2808be11,81cf4227,10.00%,10.00%,Eje0003,Ok,30/4/2026,28/4/2026,28/4/2027,1631845,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,21/04/26rut01595eb7179c
c80c7c91,Pro0099,17.00%,0.00%,Eje0001,Ok,5/5/2026,4/5/2026,4/5/2027,QP1222140,674f9f0f,f2cb894d,2644dba2,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,29/04/26f2cb894d76d27fc5
aeba357c,Pro0108,12.00%,0.00%,Eje0012,Ok,7/5/2026,16/5/2026,16/5/2027,8088827,Cli0040,rut0056,rut0056,UF,Directa,10,,,TRUE,TRUE,TRUE,,,,02/04/26rut0056
0e8f3562,e5f28b1c,17.00%,0.00%,c4303f66,Ok,4/5/2026,4/5/2026,4/5/2027,Pendiente,Cli0127,rut0195,rut0195,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,28/04/26rut0195e34e12d1
7cdb67be,e7334ec9,0.00%,10.00%,829fad5e,Ok,4/5/2026,4/5/2026,4/5/2027,Pendiente,Cli0127,rut0195,rut0195,CLP,Directa,1,,,TRUE,TRUE,TRUE,,,,28/04/26rut01950a7fbeb8
e8572cba,Pro0032,17.00%,0.00%,Eje0001,Ok,5/5/2026,5/5/2026,5/5/2027,Pendiente,Cli0010,rut0011,rut0011,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,29/04/26rut0011d89aca51
94f62af4,Pro0110,14.00%,0.00%,Eje0001,Ok,7/5/2026,7/5/2026,7/5/2027,QP1222446,Cli0040,rut0057,rut0055,UF,Directa,12,,,TRUE,TRUE,TRUE,,,,30/04/26rut00576bf84959
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
